cards,rank,hand_class
3C 3D 5C 9C QC,5864,PAIR
3C 3D 4C 9C QC,5865,PAIR
2C 3C 3D 9C QC,5866,PAIR
3C 3D 7C 8C QC,5867,PAIR
3C 3D 6C 8C QC,5868,PAIR
3C 3D 5C 8C QC,5869,PAIR
3C 3D 4C 8C QC,5870,PAIR
2C 3C 3D 8C QC,5871,PAIR
3C 3D 6C 7C QC,5872,PAIR
3C 3D 5C 7C QC,5873,PAIR
3C 3D 4C 7C QC,5874,PAIR
2C 3C 3D 7C QC,5875,PAIR
3C 3D 5C 6C QC,5876,PAIR
3C 3D 4C 6C QC,5877,PAIR
2C 3C 3D 6C QC,5878,PAIR
3C 3D 4C 5C QC,5879,PAIR
2C 3C 3D 5C QC,5880,PAIR
2C 3C 3D 4C QC,5881,PAIR
3C 3D 9C TC JC,5882,PAIR
3C 3D 8C TC JC,5883,PAIR
3C 3D 7C TC JC,5884,PAIR
3C 3D 6C TC JC,5885,PAIR
3C 3D 5C TC JC,5886,PAIR
3C 3D 4C TC JC,5887,PAIR
2C 3C 3D TC JC,5888,PAIR
3C 3D 8C 9C JC,5889,PAIR
3C 3D 7C 9C JC,5890,PAIR
3C 3D 6C 9C JC,5891,PAIR
3C 3D 5C 9C JC,5892,PAIR
3C 3D 4C 9C JC,5893,PAIR
2C 3C 3D 9C JC,5894,PAIR
3C 3D 7C 8C JC,5895,PAIR
3C 3D 6C 8C JC,5896,PAIR
3C 3D 5C 8C JC,5897,PAIR
3C 3D 4C 8C JC,5898,PAIR
2C 3C 3D 8C JC,5899,PAIR
3C 3D 6C 7C JC,5900,PAIR
3C 3D 5C 7C JC,5901,PAIR
3C 3D 4C 7C JC,5902,PAIR
2C 3C 3D 7C JC,5903,PAIR
3C 3D 5C 6C JC,5904,PAIR
3C 3D 4C 6C JC,5905,PAIR
2C 3C 3D 6C JC,5906,PAIR
3C 3D 4C 5C JC,5907,PAIR
2C 3C 3D 5C JC,5908,PAIR
2C 3C 3D 4C JC,5909,PAIR
3C 3D 8C 9C TC,5910,PAIR
3C 3D 7C 9C TC,5911,PAIR
3C 3D 6C 9C TC,5912,PAIR
3C 3D 5C 9C TC,5913,PAIR
3C 3D 4C 9C TC,5914,PAIR
2C 3C 3D 9C TC,5915,PAIR
3C 3D 7C 8C TC,5916,PAIR
3C 3D 6C 8C TC,5917,PAIR
3C 3D 5C 8C TC,5918,PAIR
3C 3D 4C 8C TC,5919,PAIR
2C 3C 3D 8C TC,5920,PAIR
3C 3D 6C 7C TC,5921,PAIR
3C 3D 5C 7C TC,5922,PAIR
3C 3D 4C 7C TC,5923,PAIR
2C 3C 3D 7C TC,5924,PAIR
3C 3D 5C 6C TC,5925,PAIR
3C 3D 4C 6C TC,5926,PAIR
2C 3C 3D 6C TC,5927,PAIR
3C 3D 4C 5C TC,5928,PAIR
2C 3C 3D 5C TC,5929,PAIR
2C 3C 3D 4C TC,5930,PAIR
3C 3D 7C 8C 9C,5931,PAIR
3C 3D 6C 8C 9C,5932,PAIR
3C 3D 5C 8C 9C,5933,PAIR
3C 3D 4C 8C 9C,5934,PAIR
2C 3C 3D 8C 9C,5935,PAIR
3C 3D 6C 7C 9C,5936,PAIR
3C 3D 5C 7C 9C,5937,PAIR
3C 3D 4C 7C 9C,5938,PAIR
2C 3C 3D 7C 9C,5939,PAIR
3C 3D 5C 6C 9C,5940,PAIR
3C 3D 4C 6C 9C,5941,PAIR
2C 3C 3D 6C 9C,5942,PAIR
3C 3D 4C 5C 9C,5943,PAIR
2C 3C 3D 5C 9C,5944,PAIR
2C 3C 3D 4C 9C,5945,PAIR
3C 3D 6C 7C 8C,5946,PAIR
3C 3D 5C 7C 8C,5947,PAIR
3C 3D 4C 7C 8C,5948,PAIR
2C 3C 3D 7C 8C,5949,PAIR
3C 3D 5C 6C 8C,5950,PAIR
3C 3D 4C 6C 8C,5951,PAIR
2C 3C 3D 6C 8C,5952,PAIR
3C 3D 4C 5C 8C,5953,PAIR
2C 3C 3D 5C 8C,5954,PAIR
2C 3C 3D 4C 8C,5955,PAIR
3C 3D 5C 6C 7C,5956,PAIR
3C 3D 4C 6C 7C,5957,PAIR
2C 3C 3D 6C 7C,5958,PAIR
3C 3D 4C 5C 7C,5959,PAIR
2C 3C 3D 5C 7C,5960,PAIR
2C 3C 3D 4C 7C,5961,PAIR
3C 3D 4C 5C 6C,5962,PAIR
2C 3C 3D 5C 6C,5963,PAIR
2C 3C 3D 4C 6C,5964,PAIR
2C 3C 3D 4C 5C,5965,PAIR
2C 2D QC KC AC,5966,PAIR
2C 2D JC KC AC,5967,PAIR
2C 2D TC KC AC,5968,PAIR
2C 2D 9C KC AC,5969,PAIR
2C 2D 8C KC AC,5970,PAIR
2C 2D 7C KC AC,5971,PAIR
2C 2D 6C KC AC,5972,PAIR
2C 2D 5C KC AC,5973,PAIR
2C 2D 4C KC AC,5974,PAIR
2C 2D 3C KC AC,5975,PAIR
2C 2D JC QC AC,5976,PAIR
2C 2D TC QC AC,5977,PAIR
2C 2D 9C QC AC,5978,PAIR
2C 2D 8C QC AC,5979,PAIR
2C 2D 7C QC AC,5980,PAIR
2C 2D 6C QC AC,5981,PAIR
2C 2D 5C QC AC,5982,PAIR
2C 2D 4C QC AC,5983,PAIR
2C 2D 3C QC AC,5984,PAIR
2C 2D TC JC AC,5985,PAIR
2C 2D 9C JC AC,5986,PAIR
2C 2D 8C JC AC,5987,PAIR
2C 2D 7C JC AC,5988,PAIR
2C 2D 6C JC AC,5989,PAIR
2C 2D 5C JC AC,5990,PAIR
2C 2D 4C JC AC,5991,PAIR
2C 2D 3C JC AC,5992,PAIR
2C 2D 9C TC AC,5993,PAIR
2C 2D 8C TC AC,5994,PAIR
2C 2D 7C TC AC,5995,PAIR
2C 2D 6C TC AC,5996,PAIR
2C 2D 5C TC AC,5997,PAIR
2C 2D 4C TC AC,5998,PAIR
2C 2D 3C TC AC,5999,PAIR
2C 2D 8C 9C AC,6000,PAIR
2C 2D 7C 9C AC,6001,PAIR
2C 2D 6C 9C AC,6002,PAIR
2C 2D 5C 9C AC,6003,PAIR
2C 2D 4C 9C AC,6004,PAIR
2C 2D 3C 9C AC,6005,PAIR
2C 2D 7C 8C AC,6006,PAIR
2C 2D 6C 8C AC,6007,PAIR
2C 2D 5C 8C AC,6008,PAIR
2C 2D 4C 8C AC,6009,PAIR
2C 2D 3C 8C AC,6010,PAIR
2C 2D 6C 7C AC,6011,PAIR
2C 2D 5C 7C AC,6012,PAIR
2C 2D 4C 7C AC,6013,PAIR
2C 2D 3C 7C AC,6014,PAIR
2C 2D 5C 6C AC,6015,PAIR
2C 2D 4C 6C AC,6016,PAIR
2C 2D 3C 6C AC,6017,PAIR
2C 2D 4C 5C AC,6018,PAIR
2C 2D 3C 5C AC,6019,PAIR
2C 2D 3C 4C AC,6020,PAIR
2C 2D JC QC KC,6021,PAIR
2C 2D TC QC KC,6022,PAIR
2C 2D 9C QC KC,6023,PAIR
2C 2D 8C QC KC,6024,PAIR
2C 2D 7C QC KC,6025,PAIR
2C 2D 6C QC KC,6026,PAIR
2C 2D 5C QC KC,6027,PAIR
2C 2D 4C QC KC,6028,PAIR
2C 2D 3C QC KC,6029,PAIR
2C 2D TC JC KC,6030,PAIR
2C 2D 9C JC KC,6031,PAIR
2C 2D 8C JC KC,6032,PAIR
2C 2D 7C JC KC,6033,PAIR
2C 2D 6C JC KC,6034,PAIR
2C 2D 5C JC KC,6035,PAIR
2C 2D 4C JC KC,6036,PAIR
2C 2D 3C JC KC,6037,PAIR
2C 2D 9C TC KC,6038,PAIR
2C 2D 8C TC KC,6039,PAIR
2C 2D 7C TC KC,6040,PAIR
2C 2D 6C TC KC,6041,PAIR
2C 2D 5C TC KC,6042,PAIR
2C 2D 4C TC KC,6043,PAIR
2C 2D 3C TC KC,6044,PAIR
2C 2D 8C 9C KC,6045,PAIR
2C 2D 7C 9C KC,6046,PAIR
2C 2D 6C 9C KC,6047,PAIR
2C 2D 5C 9C KC,6048,PAIR
2C 2D 4C 9C KC,6049,PAIR
2C 2D 3C 9C KC,6050,PAIR
2C 2D 7C 8C KC,6051,PAIR
2C 2D 6C 8C KC,6052,PAIR
2C 2D 5C 8C KC,6053,PAIR
2C 2D 4C 8C KC,6054,PAIR
2C 2D 3C 8C KC,6055,PAIR
2C 2D 6C 7C KC,6056,PAIR
2C 2D 5C 7C KC,6057,PAIR
2C 2D 4C 7C KC,6058,PAIR
2C 2D 3C 7C KC,6059,PAIR
2C 2D 5C 6C KC,6060,PAIR
2C 2D 4C 6C KC,6061,PAIR
2C 2D 3C 6C KC,6062,PAIR
2C 2D 4C 5C KC,6063,PAIR
2C 2D 3C 5C KC,6064,PAIR
2C 2D 3C 4C KC,6065,PAIR
2C 2D TC JC QC,6066,PAIR
2C 2D 9C JC QC,6067,PAIR
2C 2D 8C JC QC,6068,PAIR
2C 2D 7C JC QC,6069,PAIR
2C 2D 6C JC QC,6070,PAIR
2C 2D 5C JC QC,6071,PAIR
2C 2D 4C JC QC,6072,PAIR
2C 2D 3C JC QC,6073,PAIR
2C 2D 9C TC QC,6074,PAIR
2C 2D 8C TC QC,6075,PAIR
2C 2D 7C TC QC,6076,PAIR
2C 2D 6C TC QC,6077,PAIR
2C 2D 5C TC QC,6078,PAIR
2C 2D 4C TC QC,6079,PAIR
2C 2D 3C TC QC,6080,PAIR
2C 2D 8C 9C QC,6081,PAIR
2C 2D 7C 9C QC,6082,PAIR
2C 2D 6C 9C QC,6083,PAIR
2C 2D 5C 9C QC,6084,PAIR
2C 2D 4C 9C QC,6085,PAIR
2C 2D 3C 9C QC,6086,PAIR
2C 2D 7C 8C QC,6087,PAIR
2C 2D 6C 8C QC,6088,PAIR
2C 2D 5C 8C QC,6089,PAIR
2C 2D 4C 8C QC,6090,PAIR
2C 2D 3C 8C QC,6091,PAIR
2C 2D 6C 7C QC,6092,PAIR
2C 2D 5C 7C QC,6093,PAIR
2C 2D 4C 7C QC,6094,PAIR
2C 2D 3C 7C QC,6095,PAIR
2C 2D 5C 6C QC,6096,PAIR
2C 2D 4C 6C QC,6097,PAIR
2C 2D 3C 6C QC,6098,PAIR
2C 2D 4C 5C QC,6099,PAIR
2C 2D 3C 5C QC,6100,PAIR
2C 2D 3C 4C QC,6101,PAIR
2C 2D 9C TC JC,6102,PAIR
2C 2D 8C TC JC,6103,PAIR
2C 2D 7C TC JC,6104,PAIR
2C 2D 6C TC JC,6105,PAIR
2C 2D 5C TC JC,6106,PAIR
2C 2D 4C TC JC,6107,PAIR
2C 2D 3C TC JC,6108,PAIR
2C 2D 8C 9C JC,6109,PAIR
2C 2D 7C 9C JC,6110,PAIR
2C 2D 6C 9C JC,6111,PAIR
2C 2D 5C 9C JC,6112,PAIR
2C 2D 4C 9C JC,6113,PAIR
2C 2D 3C 9C JC,6114,PAIR
2C 2D 7C 8C JC,6115,PAIR
2C 2D 6C 8C JC,6116,PAIR
2C 2D 5C 8C JC,6117,PAIR
2C 2D 4C 8C JC,6118,PAIR
2C 2D 3C 8C JC,6119,PAIR
2C 2D 6C 7C JC,6120,PAIR
2C 2D 5C 7C JC,6121,PAIR
2C 2D 4C 7C JC,6122,PAIR
2C 2D 3C 7C JC,6123,PAIR
2C 2D 5C 6C JC,6124,PAIR
2C 2D 4C 6C JC,6125,PAIR
2C 2D 3C 6C JC,6126,PAIR
2C 2D 4C 5C JC,6127,PAIR
2C 2D 3C 5C JC,6128,PAIR
2C 2D 3C 4C JC,6129,PAIR
2C 2D 8C 9C TC,6130,PAIR
2C 2D 7C 9C TC,6131,PAIR
2C 2D 6C 9C TC,6132,PAIR
2C 2D 5C 9C TC,6133,PAIR
2C 2D 4C 9C TC,6134,PAIR
2C 2D 3C 9C TC,6135,PAIR
2C 2D 7C 8C TC,6136,PAIR
2C 2D 6C 8C TC,6137,PAIR
2C 2D 5C 8C TC,6138,PAIR
2C 2D 4C 8C TC,6139,PAIR
2C 2D 3C 8C TC,6140,PAIR
2C 2D 6C 7C TC,6141,PAIR
2C 2D 5C 7C TC,6142,PAIR
2C 2D 4C 7C TC,6143,PAIR
2C 2D 3C 7C TC,6144,PAIR
2C 2D 5C 6C TC,6145,PAIR
2C 2D 4C 6C TC,6146,PAIR
2C 2D 3C 6C TC,6147,PAIR
2C 2D 4C 5C TC,6148,PAIR
2C 2D 3C 5C TC,6149,PAIR
2C 2D 3C 4C TC,6150,PAIR
2C 2D 7C 8C 9C,6151,PAIR
2C 2D 6C 8C 9C,6152,PAIR
2C 2D 5C 8C 9C,6153,PAIR
2C 2D 4C 8C 9C,6154,PAIR
2C 2D 3C 8C 9C,6155,PAIR
2C 2D 6C 7C 9C,6156,PAIR
2C 2D 5C 7C 9C,6157,PAIR
2C 2D 4C 7C 9C,6158,PAIR
2C 2D 3C 7C 9C,6159,PAIR
2C 2D 5C 6C 9C,6160,PAIR
2C 2D 4C 6C 9C,6161,PAIR
2C 2D 3C 6C 9C,6162,PAIR
2C 2D 4C 5C 9C,6163,PAIR
2C 2D 3C 5C 9C,6164,PAIR
2C 2D 3C 4C 9C,6165,PAIR
2C 2D 6C 7C 8C,6166,PAIR
2C 2D 5C 7C 8C,6167,PAIR
2C 2D 4C 7C 8C,6168,PAIR
2C 2D 3C 7C 8C,6169,PAIR
2C 2D 5C 6C 8C,6170,PAIR
2C 2D 4C 6C 8C,6171,PAIR
2C 2D 3C 6C 8C,6172,PAIR
2C 2D 4C 5C 8C,6173,PAIR
2C 2D 3C 5C 8C,6174,PAIR
2C 2D 3C 4C 8C,6175,PAIR
2C 2D 5C 6C 7C,6176,PAIR
2C 2D 4C 6C 7C,6177,PAIR
2C 2D 3C 6C 7C,6178,PAIR
2C 2D 4C 5C 7C,6179,PAIR
2C 2D 3C 5C 7C,6180,PAIR
2C 2D 3C 4C 7C,6181,PAIR
2C 2D 4C 5C 6C,6182,PAIR
2C 2D 3C 5C 6C,6183,PAIR
2C 2D 3C 4C 6C,6184,PAIR
2C 2D 3C 4C 5C,6185,PAIR
9C JC QC KC AD,6186,HIGH_CARD
8C JC QC KC AD,6187,HIGH_CARD
7C JC QC KC AD,6188,HIGH_CARD
6C JC QC KC AD,6189,HIGH_CARD
5C JC QC KC AD,6190,HIGH_CARD
4C JC QC KC AD,6191,HIGH_CARD
3C JC QC KC AD,6192,HIGH_CARD
2C JC QC KC AD,6193,HIGH_CARD
9C TC QC KC AD,6194,HIGH_CARD
8C TC QC KC AD,6195,HIGH_CARD
7C TC QC KC AD,6196,HIGH_CARD
6C TC QC KC AD,6197,HIGH_CARD
5C TC QC KC AD,6198,HIGH_CARD
4C TC QC KC AD,6199,HIGH_CARD
3C TC QC KC AD,6200,HIGH_CARD
2C TC QC KC AD,6201,HIGH_CARD
8C 9C QC KC AD,6202,HIGH_CARD
7C 9C QC KC AD,6203,HIGH_CARD
6C 9C QC KC AD,6204,HIGH_CARD
5C 9C QC KC AD,6205,HIGH_CARD
4C 9C QC KC AD,6206,HIGH_CARD
3C 9C QC KC AD,6207,HIGH_CARD
2C 9C QC KC AD,6208,HIGH_CARD
7C 8C QC KC AD,6209,HIGH_CARD
6C 8C QC KC AD,6210,HIGH_CARD
5C 8C QC KC AD,6211,HIGH_CARD
4C 8C QC KC AD,6212,HIGH_CARD
3C 8C QC KC AD,6213,HIGH_CARD
2C 8C QC KC AD,6214,HIGH_CARD
6C 7C QC KC AD,6215,HIGH_CARD
5C 7C QC KC AD,6216,HIGH_CARD
4C 7C QC KC AD,6217,HIGH_CARD
3C 7C QC KC AD,6218,HIGH_CARD
2C 7C QC KC AD,6219,HIGH_CARD
5C 6C QC KC AD,6220,HIGH_CARD
4C 6C QC KC AD,6221,HIGH_CARD
3C 6C QC KC AD,6222,HIGH_CARD
2C 6C QC KC AD,6223,HIGH_CARD
4C 5C QC KC AD,6224,HIGH_CARD
3C 5C QC KC AD,6225,HIGH_CARD
2C 5C QC KC AD,6226,HIGH_CARD
3C 4C QC KC AD,6227,HIGH_CARD
2C 4C QC KC AD,6228,HIGH_CARD
2C 3C QC KC AD,6229,HIGH_CARD
9C TC JC KC AD,6230,HIGH_CARD
8C TC JC KC AD,6231,HIGH_CARD
7C TC JC KC AD,6232,HIGH_CARD
6C TC JC KC AD,6233,HIGH_CARD
5C TC JC KC AD,6234,HIGH_CARD
4C TC JC KC AD,6235,HIGH_CARD
3C TC JC KC AD,6236,HIGH_CARD
2C TC JC KC AD,6237,HIGH_CARD
8C 9C JC KC AD,6238,HIGH_CARD
7C 9C JC KC AD,6239,HIGH_CARD
6C 9C JC KC AD,6240,HIGH_CARD
5C 9C JC KC AD,6241,HIGH_CARD
4C 9C JC KC AD,6242,HIGH_CARD
3C 9C JC KC AD,6243,HIGH_CARD
2C 9C JC KC AD,6244,HIGH_CARD
7C 8C JC KC AD,6245,HIGH_CARD
6C 8C JC KC AD,6246,HIGH_CARD
5C 8C JC KC AD,6247,HIGH_CARD
4C 8C JC KC AD,6248,HIGH_CARD
3C 8C JC KC AD,6249,HIGH_CARD
2C 8C JC KC AD,6250,HIGH_CARD
6C 7C JC KC AD,6251,HIGH_CARD
5C 7C JC KC AD,6252,HIGH_CARD
4C 7C JC KC AD,6253,HIGH_CARD
3C 7C JC KC AD,6254,HIGH_CARD
2C 7C JC KC AD,6255,HIGH_CARD
5C 6C JC KC AD,6256,HIGH_CARD
4C 6C JC KC AD,6257,HIGH_CARD
3C 6C JC KC AD,6258,HIGH_CARD
2C 6C JC KC AD,6259,HIGH_CARD
4C 5C JC KC AD,6260,HIGH_CARD
3C 5C JC KC AD,6261,HIGH_CARD
2C 5C JC KC AD,6262,HIGH_CARD
3C 4C JC KC AD,6263,HIGH_CARD
2C 4C JC KC AD,6264,HIGH_CARD
2C 3C JC KC AD,6265,HIGH_CARD
8C 9C TC KC AD,6266,HIGH_CARD
7C 9C TC KC AD,6267,HIGH_CARD
6C 9C TC KC AD,6268,HIGH_CARD
5C 9C TC KC AD,6269,HIGH_CARD
4C 9C TC KC AD,6270,HIGH_CARD
3C 9C TC KC AD,6271,HIGH_CARD
2C 9C TC KC AD,6272,HIGH_CARD
7C 8C TC KC AD,6273,HIGH_CARD
6C 8C TC KC AD,6274,HIGH_CARD
5C 8C TC KC AD,6275,HIGH_CARD
4C 8C TC KC AD,6276,HIGH_CARD
3C 8C TC KC AD,6277,HIGH_CARD
2C 8C TC KC AD,6278,HIGH_CARD
6C 7C TC KC AD,6279,HIGH_CARD
5C 7C TC KC AD,6280,HIGH_CARD
4C 7C TC KC AD,6281,HIGH_CARD
3C 7C TC KC AD,6282,HIGH_CARD
2C 7C TC KC AD,6283,HIGH_CARD
5C 6C TC KC AD,6284,HIGH_CARD
4C 6C TC KC AD,6285,HIGH_CARD
3C 6C TC KC AD,6286,HIGH_CARD
2C 6C TC KC AD,6287,HIGH_CARD
4C 5C TC KC AD,6288,HIGH_CARD
3C 5C TC KC AD,6289,HIGH_CARD
2C 5C TC KC AD,6290,HIGH_CARD
3C 4C TC KC AD,6291,HIGH_CARD
2C 4C TC KC AD,6292,HIGH_CARD
2C 3C TC KC AD,6293,HIGH_CARD
7C 8C 9C KC AD,6294,HIGH_CARD
6C 8C 9C KC AD,6295,HIGH_CARD
5C 8C 9C KC AD,6296,HIGH_CARD
4C 8C 9C KC AD,6297,HIGH_CARD
3C 8C 9C KC AD,6298,HIGH_CARD
2C 8C 9C KC AD,6299,HIGH_CARD
6C 7C 9C KC AD,6300,HIGH_CARD
5C 7C 9C KC AD,6301,HIGH_CARD
4C 7C 9C KC AD,6302,HIGH_CARD
3C 7C 9C KC AD,6303,HIGH_CARD
2C 7C 9C KC AD,6304,HIGH_CARD
5C 6C 9C KC AD,6305,HIGH_CARD
4C 6C 9C KC AD,6306,HIGH_CARD
3C 6C 9C KC AD,6307,HIGH_CARD
2C 6C 9C KC AD,6308,HIGH_CARD
4C 5C 9C KC AD,6309,HIGH_CARD
3C 5C 9C KC AD,6310,HIGH_CARD
2C 5C 9C KC AD,6311,HIGH_CARD
3C 4C 9C KC AD,6312,HIGH_CARD
2C 4C 9C KC AD,6313,HIGH_CARD
2C 3C 9C KC AD,6314,HIGH_CARD
6C 7C 8C KC AD,6315,HIGH_CARD
5C 7C 8C KC AD,6316,HIGH_CARD
4C 7C 8C KC AD,6317,HIGH_CARD
3C 7C 8C KC AD,6318,HIGH_CARD
2C 7C 8C KC AD,6319,HIGH_CARD
5C 6C 8C KC AD,6320,HIGH_CARD
4C 6C 8C KC AD,6321,HIGH_CARD
3C 6C 8C KC AD,6322,HIGH_CARD
2C 6C 8C KC AD,6323,HIGH_CARD
4C 5C 8C KC AD,6324,HIGH_CARD
3C 5C 8C KC AD,6325,HIGH_CARD
2C 5C 8C KC AD,6326,HIGH_CARD
3C 4C 8C KC AD,6327,HIGH_CARD
2C 4C 8C KC AD,6328,HIGH_CARD
2C 3C 8C KC AD,6329,HIGH_CARD
5C 6C 7C KC AD,6330,HIGH_CARD
4C 6C 7C KC AD,6331,HIGH_CARD
3C 6C 7C KC AD,6332,HIGH_CARD
2C 6C 7C KC AD,6333,HIGH_CARD
4C 5C 7C KC AD,6334,HIGH_CARD
3C 5C 7C KC AD,6335,HIGH_CARD
2C 5C 7C KC AD,6336,HIGH_CARD
3C 4C 7C KC AD,6337,HIGH_CARD
2C 4C 7C KC AD,6338,HIGH_CARD
2C 3C 7C KC AD,6339,HIGH_CARD
4C 5C 6C KC AD,6340,HIGH_CARD
3C 5C 6C KC AD,6341,HIGH_CARD
2C 5C 6C KC AD,6342,HIGH_CARD
3C 4C 6C KC AD,6343,HIGH_CARD
2C 4C 6C KC AD,6344,HIGH_CARD
2C 3C 6C KC AD,6345,HIGH_CARD
3C 4C 5C KC AD,6346,HIGH_CARD
2C 4C 5C KC AD,6347,HIGH_CARD
2C 3C 5C KC AD,6348,HIGH_CARD
2C 3C 4C KC AD,6349,HIGH_CARD
9C TC JC QC AD,6350,HIGH_CARD
8C TC JC QC AD,6351,HIGH_CARD
7C TC JC QC AD,6352,HIGH_CARD
6C TC JC QC AD,6353,HIGH_CARD
5C TC JC QC AD,6354,HIGH_CARD
4C TC JC QC AD,6355,HIGH_CARD
3C TC JC QC AD,6356,HIGH_CARD
2C TC JC QC AD,6357,HIGH_CARD
8C 9C JC QC AD,6358,HIGH_CARD
7C 9C JC QC AD,6359,HIGH_CARD
6C 9C JC QC AD,6360,HIGH_CARD
5C 9C JC QC AD,6361,HIGH_CARD
4C 9C JC QC AD,6362,HIGH_CARD
3C 9C JC QC AD,6363,HIGH_CARD
2C 9C JC QC AD,6364,HIGH_CARD
7C 8C JC QC AD,6365,HIGH_CARD
6C 8C JC QC AD,6366,HIGH_CARD
5C 8C JC QC AD,6367,HIGH_CARD
4C 8C JC QC AD,6368,HIGH_CARD
3C 8C JC QC AD,6369,HIGH_CARD
2C 8C JC QC AD,6370,HIGH_CARD
6C 7C JC QC AD,6371,HIGH_CARD
5C 7C JC QC AD,6372,HIGH_CARD
4C 7C JC QC AD,6373,HIGH_CARD
3C 7C JC QC AD,6374,HIGH_CARD
2C 7C JC QC AD,6375,HIGH_CARD
5C 6C JC QC AD,6376,HIGH_CARD
4C 6C JC QC AD,6377,HIGH_CARD
3C 6C JC QC AD,6378,HIGH_CARD
2C 6C JC QC AD,6379,HIGH_CARD
4C 5C JC QC AD,6380,HIGH_CARD
3C 5C JC QC AD,6381,HIGH_CARD
2C 5C JC QC AD,6382,HIGH_CARD
3C 4C JC QC AD,6383,HIGH_CARD
2C 4C JC QC AD,6384,HIGH_CARD
2C 3C JC QC AD,6385,HIGH_CARD
8C 9C TC QC AD,6386,HIGH_CARD
7C 9C TC QC AD,6387,HIGH_CARD
6C 9C TC QC AD,6388,HIGH_CARD
5C 9C TC QC AD,6389,HIGH_CARD
4C 9C TC QC AD,6390,HIGH_CARD
3C 9C TC QC AD,6391,HIGH_CARD
2C 9C TC QC AD,6392,HIGH_CARD
7C 8C TC QC AD,6393,HIGH_CARD
6C 8C TC QC AD,6394,HIGH_CARD
5C 8C TC QC AD,6395,HIGH_CARD
4C 8C TC QC AD,6396,HIGH_CARD
3C 8C TC QC AD,6397,HIGH_CARD
2C 8C TC QC AD,6398,HIGH_CARD
6C 7C TC QC AD,6399,HIGH_CARD
5C 7C TC QC AD,6400,HIGH_CARD
4C 7C TC QC AD,6401,HIGH_CARD
3C 7C TC QC AD,6402,HIGH_CARD
2C 7C TC QC AD,6403,HIGH_CARD
5C 6C TC QC AD,6404,HIGH_CARD
4C 6C TC QC AD,6405,HIGH_CARD
3C 6C TC QC AD,6406,HIGH_CARD
2C 6C TC QC AD,6407,HIGH_CARD
4C 5C TC QC AD,6408,HIGH_CARD
3C 5C TC QC AD,6409,HIGH_CARD
2C 5C TC QC AD,6410,HIGH_CARD
3C 4C TC QC AD,6411,HIGH_CARD
2C 4C TC QC AD,6412,HIGH_CARD
2C 3C TC QC AD,6413,HIGH_CARD
7C 8C 9C QC AD,6414,HIGH_CARD
6C 8C 9C QC AD,6415,HIGH_CARD
5C 8C 9C QC AD,6416,HIGH_CARD
4C 8C 9C QC AD,6417,HIGH_CARD
3C 8C 9C QC AD,6418,HIGH_CARD
2C 8C 9C QC AD,6419,HIGH_CARD
6C 7C 9C QC AD,6420,HIGH_CARD
5C 7C 9C QC AD,6421,HIGH_CARD
4C 7C 9C QC AD,6422,HIGH_CARD
3C 7C 9C QC AD,6423,HIGH_CARD
2C 7C 9C QC AD,6424,HIGH_CARD
5C 6C 9C QC AD,6425,HIGH_CARD
4C 6C 9C QC AD,6426,HIGH_CARD
3C 6C 9C QC AD,6427,HIGH_CARD
2C 6C 9C QC AD,6428,HIGH_CARD
4C 5C 9C QC AD,6429,HIGH_CARD
3C 5C 9C QC AD,6430,HIGH_CARD
2C 5C 9C QC AD,6431,HIGH_CARD
3C 4C 9C QC AD,6432,HIGH_CARD
2C 4C 9C QC AD,6433,HIGH_CARD
2C 3C 9C QC AD,6434,HIGH_CARD
6C 7C 8C QC AD,6435,HIGH_CARD
5C 7C 8C QC AD,6436,HIGH_CARD
4C 7C 8C QC AD,6437,HIGH_CARD
3C 7C 8C QC AD,6438,HIGH_CARD
2C 7C 8C QC AD,6439,HIGH_CARD
5C 6C 8C QC AD,6440,HIGH_CARD
4C 6C 8C QC AD,6441,HIGH_CARD
3C 6C 8C QC AD,6442,HIGH_CARD
2C 6C 8C QC AD,6443,HIGH_CARD
4C 5C 8C QC AD,6444,HIGH_CARD
3C 5C 8C QC AD,6445,HIGH_CARD
2C 5C 8C QC AD,6446,HIGH_CARD
3C 4C 8C QC AD,6447,HIGH_CARD
2C 4C 8C QC AD,6448,HIGH_CARD
2C 3C 8C QC AD,6449,HIGH_CARD
5C 6C 7C QC AD,6450,HIGH_CARD
4C 6C 7C QC AD,6451,HIGH_CARD
3C 6C 7C QC AD,6452,HIGH_CARD
2C 6C 7C QC AD,6453,HIGH_CARD
4C 5C 7C QC AD,6454,HIGH_CARD
3C 5C 7C QC AD,6455,HIGH_CARD
2C 5C 7C QC AD,6456,HIGH_CARD
3C 4C 7C QC AD,6457,HIGH_CARD
2C 4C 7C QC AD,6458,HIGH_CARD
2C 3C 7C QC AD,6459,HIGH_CARD
4C 5C 6C QC AD,6460,HIGH_CARD
3C 5C 6C QC AD,6461,HIGH_CARD
2C 5C 6C QC AD,6462,HIGH_CARD
3C 4C 6C QC AD,6463,HIGH_CARD
2C 4C 6C QC AD,6464,HIGH_CARD
2C 3C 6C QC AD,6465,HIGH_CARD
3C 4C 5C QC AD,6466,HIGH_CARD
2C 4C 5C QC AD,6467,HIGH_CARD
2C 3C 5C QC AD,6468,HIGH_CARD
2C 3C 4C QC AD,6469,HIGH_CARD
8C 9C TC JC AD,6470,HIGH_CARD
